AnimalID,Name,DateTime,OutcomeType,OutcomeSubtype,AnimalType,SexuponOutcome,Breed,Color,age_months,Pure
A668312,Sammy,2013-12-10 18:48:00,Adoption,,Dog,Neutered Male,papillon mix,Cream/White,120.0,No
A688959,Pricilla Sue,2016-02-12 13:27:00,Return_to_owner,,Dog,Spayed Female,chihuahua shorthair/yorkshire terrier,Black/Red,24.0,No
A659017,Kennedy,2013-11-21 15:39:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Blue Tabby,60.0,No
A711509,Lucky,2015-09-09 11:40:00,Transfer,Partner,Dog,Intact Male,shih tzu,Gray/White,36.0,Yes
A710432,,2015-08-25 15:15:00,Transfer,Partner,Dog,Intact Female,labrador retriever mix,Brown,4.0,No
A713182,Sugar,2015-10-12 17:48:00,Adoption,,Dog,Spayed Female,labrador retriever mix,Tan,144.0,No
A712833,Mitty,2015-10-13 14:32:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Blue Tabby/White,24.0,No
A710063,Wizard,2015-08-20 11:08:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Black/Tan,36.0,No
A696304,Indie,2015-05-26 19:20:00,Adoption,,Dog,Spayed Female,pit bull mix,White/Brown,12.0,No
A701374,Maggie,2015-06-15 13:24:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair,Brown Tabby/White,2.0,Yes
A702209,,2015-05-10 19:30:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.5,No
A710167,Skeeter,2015-10-27 12:12:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A609041,Cocoa,2013-11-11 12:55:00,Adoption,,Dog,Spayed Female,american staffordshire terrier mix,Chocolate,84.0,No
A676935,,2014-04-17 14:30:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Brown Tabby,0.75,No
A715304,Baby,2015-11-04 11:33:00,Return_to_owner,,Dog,Intact Female,australian cattle dog mix,Blue Merle,8.0,No
A680742,Rex,2014-06-13 17:39:00,Adoption,,Dog,Neutered Male,boxer mix,Black Brindle/White,2.0,No
A688786,Diesel,2014-09-30 16:34:00,Adoption,,Dog,Neutered Male,yorkshire terrier,Tan/Gray,120.0,Yes
A714076,Wyatt,2015-11-11 12:18:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby,1.0,No
A704611,,2015-06-06 19:06:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby/White,0.25,No
A679263,,2014-05-18 15:36:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Cream Tabby,0.75,No
A664182,Kermit,2013-10-14 12:26:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,1.0,No
A671333,Jasmine,2014-01-29 13:20:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Calico,36.0,No
A690799,Tips,2014-10-26 12:50:00,Euthanasia,Suffering,Dog,Intact Female,pit bull mix,Blue,1.0,No
A697367,,2015-02-28 18:58:00,Adoption,,Dog,Neutered Male,dachshund mix,Brown/White,12.0,No
A637777,Cuzzin,2015-04-17 12:52:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Chocolate/White,132.0,No
A688674,,2014-09-23 09:00:00,Transfer,SCRP,Cat,Neutered Male,domestic shorthair mix,Black/White,24.0,No
A711880,Leah,2015-09-17 12:25:00,Transfer,Partner,Dog,Intact Female,australian shepherd mix,Black/White,2.0,No
A667374,Rascal,2013-11-20 17:12:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,Chocolate/White,10.0,No
A674457,Arthur,2014-03-20 14:07:00,Adoption,,Dog,Neutered Male,miniature poodle/maltese,White/Buff,24.0,No
A665492,Manny,2013-10-23 13:39:00,Adoption,,Dog,Neutered Male,rhod ridgeback/pit bull,Red,12.0,No
A712653,Duke,2015-09-27 14:52:00,Return_to_owner,,Dog,Neutered Male,golden retriever mix,Tan,12.0,No
A707451,Wilbur,2015-07-23 17:00:00,Transfer,Partner,Dog,Intact Male,chinese sharpei,Blue,48.0,Yes
A664274,Estrella,2013-10-11 15:29:00,Adoption,,Dog,Spayed Female,siberian husky mix,Buff,96.0,No
A664930,,2013-10-15 17:41:00,Adoption,,Cat,Spayed Female,maine coon mix,Brown Tabby,3.0,No
A688344,C̩line,2014-10-03 17:34:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Cream Tabby,1.0,No
A720018,Caramel,2016-02-16 17:10:00,Adoption,,Dog,Intact Female,pit bull mix,Brown Brindle/White,12.0,No
A700591,Rico,2015-04-18 15:09:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Orange,3.0,No
A666876,Juliette,2013-11-15 14:53:00,Transfer,Partner,Dog,Spayed Female,dachshund mix,Red,24.0,No
A685088,Dovey,2014-08-12 17:04:00,Adoption,,Dog,Spayed Female,pit bull mix,White,6.0,No
A687168,,2014-10-23 16:38:00,Transfer,Partner,Dog,Spayed Female,patterdale terr mix,Brown/White,1.0,No
A702839,Tort,2015-07-18 16:47:00,Adoption,Foster,Cat,Spayed Female,domestic shorthair mix,Tortie,2.0,No
A698154,,2015-03-06 16:50:00,Euthanasia,Suffering,Dog,Intact Male,chihuahua shorthair/cairn terrier,Black/White,24.0,No
A707857,Charlie,2015-07-23 18:43:00,Transfer,Partner,Dog,Neutered Male,beagle mix,Tricolor,48.0,No
A639102,Razz,2014-03-11 16:36:00,Adoption,,Dog,Neutered Male,chinese crested mix,White,132.0,No
A719721,Candy,2016-02-01 13:45:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,Brown Tabby,48.0,No
A453136,Kinta,2014-04-13 16:01:00,Adoption,,Cat,Neutered Male,domestic longhair mix,Black Tabby,96.0,No
A710015,Pink,2015-08-16 12:10:00,Return_to_owner,,Dog,Spayed Female,dachshund longhair,Brown/White,84.0,Yes
A698859,Shadow,2015-07-24 09:30:00,Euthanasia,Aggressive,Dog,Spayed Female,labrador retriever/pit bull,White/Tan,36.0,No
A673950,Baby,2014-03-07 12:03:00,Return_to_owner,,Dog,Spayed Female,labrador retriever mix,Black/Brown,24.0,No
A704638,Kirkland,2015-06-13 14:04:00,Adoption,,Dog,Neutered Male,pit bull mix,Tan/White,3.0,No
A626164,Salem,2014-01-30 16:11:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black,12.0,No
A686435,Pancho,2014-09-04 15:31:00,Transfer,Partner,Dog,Neutered Male,dachshund mix,Brown/White,4.0,No
A662737,Thomasina,2013-10-20 12:24:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Black/White,2.0,No
A705511,Stella,2015-06-22 17:02:00,Adoption,,Dog,Spayed Female,beagle mix,Tricolor,24.0,No
A671194,Bleu,2014-01-25 18:41:00,Adoption,,Dog,Spayed Female,australian shepherd/cocker spaniel,Blue Merle/White,36.0,No
A690374,Mikey,2014-12-23 08:42:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Black,3.0,No
A708777,Emma,2015-12-29 10:28:00,Adoption,Foster,Dog,Spayed Female,chihuahua shorthair/manchester terrier,Black/Brown,36.0,No
A709403,,2015-08-08 15:55:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.75,No
A682393,Bumble,2014-07-03 12:12:00,Transfer,Partner,Cat,Intact Female,siamese,Seal Point,2.0,Yes
A672838,,2014-02-18 16:07:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Black,24.0,No
A705593,Morton,2015-06-24 17:38:00,Adoption,,Dog,Neutered Male,dachshund mix,Red/White,12.0,No
A689481,,2014-10-11 12:02:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,White/Black,2.0,No
A708344,Jennifer,2015-08-03 17:32:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Blue Tabby,2.0,No
A673788,,2014-03-03 15:03:00,Transfer,SCRP,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,24.0,No
A719395,Prada,2016-01-23 18:11:00,Adoption,,Dog,Spayed Female,bichon frise mix,White,48.0,No
A702010,Hera,2015-07-30 18:22:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Torbie,3.0,No
A716525,Allysia,2015-12-20 00:00:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Black,2.0,No
A684357,Hudson,2014-10-05 18:10:00,Adoption,,Dog,Neutered Male,plott hound mix,Brown Brindle/White,12.0,No
A674860,,2014-03-19 15:41:00,Transfer,SCRP,Cat,Unknown,domestic shorthair mix,Black/White,12.0,No
A712561,,2015-09-26 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Orange Tabby,60.0,No
A684722,Elvis,2014-08-05 17:59:00,Return_to_owner,,Dog,Neutered Male,rottweiler mix,Black/Tan,24.0,No
A702823,,2015-05-22 17:57:00,Adoption,,Dog,Neutered Male,chihuahua shorthair mix,Black/Tan,12.0,No
A720047,,2016-02-05 14:53:00,Transfer,Partner,Dog,Intact Male,chihuahua shorthair mix,Black,2.0,No
A689672,,2014-10-08 10:50:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Orange Tabby/White,0.5,No
A675045,Captain,2014-03-22 15:34:00,Return_to_owner,,Dog,Neutered Male,australian cattle dog mix,Tan/White,48.0,No
A667024,Inie,2013-11-16 14:26:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Tortie,2.0,No
A713315,Scruffy,2015-10-14 13:02:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,2.0,No
A688112,Buddy,2014-09-21 12:25:00,Return_to_owner,,Dog,Neutered Male,maltese/toy poodle,Black,96.0,No
A681183,Luke,2014-09-11 15:54:00,Adoption,,Dog,Neutered Male,australian cattle dog/rhod ridgeback,Blue Merle/Red Merle,60.0,No
A696861,,2015-02-14 09:00:00,Transfer,SCRP,Cat,Spayed Female,domestic shorthair mix,Black,12.0,No
A707376,Zeus,2015-07-12 16:06:00,Return_to_owner,,Dog,Neutered Male,siberian husky,White,60.0,Yes
A703584,Bounce,2015-07-21 11:51:00,Adoption,Foster,Dog,Neutered Male,black mouth cur/mastiff,Tan/Black,24.0,No
A703061,Chance,2015-05-23 14:31:00,Return_to_owner,,Dog,Neutered Male,american bulldog mix,White/Brown Brindle,60.0,No
A713167,Markie,2015-11-27 17:12:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A695216,Missy,2015-01-17 20:54:00,Adoption,Offsite,Dog,Spayed Female,chihuahua shorthair mix,Brown/White,96.0,No
A701682,,2015-05-03 12:49:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Calico,0.25,No
A705522,Chico,2015-12-01 14:44:00,Return_to_owner,,Dog,Neutered Male,miniature poodle mix,White,96.0,No
A682838,Baby Doll,2014-07-08 14:37:00,Transfer,Partner,Dog,Intact Female,shih tzu,White/Black,72.0,Yes
A709537,Chico,2015-08-11 14:53:00,Transfer,Partner,Dog,Intact Male,dachshund mix,Red,2.0,No
A685498,Little Bit,2014-08-27 18:09:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Calico,24.0,No
A670824,,2014-01-16 14:20:00,Transfer,SCRP,Cat,Intact Male,domestic longhair mix,Blue Tabby,24.0,No
A675779,,2014-04-19 19:13:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A711390,Kitty Pie,2015-09-07 18:11:00,Return_to_owner,,Cat,Spayed Female,domestic shorthair mix,Orange Tabby/White,24.0,No
A681869,Taylor,2014-06-27 13:02:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Black,2.0,No
A614177,Diamond,2013-11-26 14:12:00,Euthanasia,Behavior,Dog,Intact Female,boxer mix,Blue/White,24.0,No
A718127,Linnea,2016-01-07 00:00:00,Transfer,Partner,Dog,Intact Female,pit bull mix,Black/White,24.0,No
A707294,,2015-08-14 13:23:00,Adoption,Foster,Dog,Neutered Male,chihuahua shorthair,Black,2.0,Yes
A675318,Cliffy,2014-03-30 16:56:00,Transfer,Partner,Dog,Neutered Male,mastiff/rottweiler,Red/White,4.0,No
A683418,Cindy,2014-07-25 16:00:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Blue/White,108.0,No
A679641,Calla,2014-05-27 17:29:00,Transfer,Partner,Cat,Intact Female,siamese mix,Flame Point,1.0,No
A712164,,2015-09-18 18:00:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black/White,0.75,No
A696042,Chuyee,2015-02-01 18:03:00,Adoption,,Dog,Neutered Male,dachshund mix,Buff/White,5.0,No
A717196,,2015-12-11 10:18:00,Died,In Kennel,Cat,Spayed Female,domestic shorthair mix,Calico,7.0,No
A691420,,2014-11-08 17:49:00,Adoption,,Dog,Neutered Male,bruss griffon mix,Buff,9.0,No
A705892,Finn,2015-06-29 18:40:00,Adoption,,Cat,Neutered Male,domestic medium hair,Brown Tabby/White,2.0,Yes
A701827,Coco,2015-05-05 19:07:00,Euthanasia,Suffering,Dog,Intact Female,chihuahua shorthair mix,Chocolate/White,12.0,No
A710961,Simba,2015-09-04 13:55:00,Adoption,,Dog,Neutered Male,greyhound/great dane,Tan/White,10.0,No
A712074,Momo,2015-09-21 12:52:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Brown,5.0,No
A681442,,2014-06-19 14:52:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Torbie,1.0,No
A719931,,2016-02-05 17:03:00,Adoption,,Dog,Neutered Male,beagle mix,Tan/Black,24.0,No
A708825,,2015-08-02 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Torbie,12.0,No
A668133,Nyxie,2013-12-20 17:04:00,Adoption,Foster,Dog,Intact Female,german shepherd mix,Sable/Black,1.0,No
A663708,Pinky,2013-10-11 11:55:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,3.0,No
A677767,Millie,2014-05-03 12:26:00,Return_to_owner,,Cat,Spayed Female,russian blue mix,Blue,24.0,No
A703962,,2015-05-30 18:42:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Brown Tabby,0.1,No
A695548,Morocco,2015-05-21 18:44:00,Return_to_owner,,Dog,Neutered Male,pit bull mix,Chocolate/White,24.0,No
A702033,Hazel,2015-05-28 18:08:00,Adoption,,Dog,Spayed Female,chihuahua shorthair mix,White/Brown,12.0,No
A686521,,2014-08-24 09:00:00,Transfer,SCRP,Cat,Intact Female,siamese mix,Lilac Point,3.0,No
A684108,Hannah Blue,2014-07-25 13:36:00,Adoption,,Dog,Spayed Female,blue lacy mix,Blue/White,12.0,No
A666990,,2013-11-11 15:22:00,Euthanasia,Suffering,Cat,Intact Female,domestic medium hair mix,Brown Tabby/White,2.0,No
A720067,Pippi,2016-02-04 17:04:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Tortie,3.0,No
A529310,Angel,2015-11-04 15:32:00,Return_to_owner,,Dog,Spayed Female,vizsla,Red,96.0,Yes
A692475,,2015-01-12 09:00:00,Transfer,SCRP,Cat,Spayed Female,domestic shorthair mix,Black/White,12.0,No
A674114,Bear,2014-03-08 17:04:00,Return_to_owner,,Dog,Neutered Male,labrador retriever mix,Red,84.0,No
A689263,Franklin,2014-10-05 17:56:00,Adoption,,Dog,Neutered Male,miniature poodle,White/Black,12.0,Yes
A651921,Grover,2014-04-16 12:54:00,Transfer,Partner,Dog,Neutered Male,chihuahua shorthair mix,Tan,48.0,No
A685106,Larkspur,2014-09-02 18:47:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,1.0,No
A638206,Grizzley,2014-11-26 17:33:00,Return_to_owner,,Dog,Neutered Male,labrador retriever,Brown Brindle,72.0,Yes
A693057,Chaz,2014-12-18 13:36:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A669552,Kelsie,2013-12-31 17:15:00,Transfer,Partner,Dog,Intact Female,american staffordshire terrier mix,Brown Brindle,12.0,No
A700461,Lillith,2015-05-28 17:18:00,Adoption,,Cat,Intact Female,domestic medium hair mix,Tortie,2.0,No
A658909,Tabitha,2013-10-05 17:40:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Blue Tabby,4.0,No
A667844,Spice,2013-11-25 14:22:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,5.0,No
A692033,Brick,2015-09-18 09:47:00,Euthanasia,Court/Investigation,Dog,Neutered Male,bull terrier mix,White/Tan,36.0,No
A674798,,2014-03-23 14:55:00,Transfer,Partner,Dog,Spayed Female,chihuahua longhair mix,Black/Tan,10.0,No
A713699,,2015-10-15 16:34:00,Transfer,Partner,Dog,Spayed Female,chihuahua shorthair mix,White/Tan,24.0,No
A693036,Chuy,2016-01-22 18:42:00,Return_to_owner,,Dog,Neutered Male,german shepherd,Sable,12.0,Yes
A668019,Frijolito,2014-04-05 13:25:00,Transfer,Partner,Dog,Neutered Male,chihuahua shorthair mix,Brown/White,10.0,No
A693413,,2015-01-29 12:40:00,Euthanasia,Suffering,Cat,Spayed Female,domestic shorthair mix,Brown Tabby,60.0,No
A702879,Fluffy,2015-06-28 12:03:00,Adoption,,Cat,Spayed Female,domestic medium hair mix,Brown Tabby,2.0,No
A714790,Kane,2015-10-28 15:59:00,Return_to_owner,,Dog,Intact Male,boxer mix,Brown/White,12.0,No
A670857,Cliff,2014-03-25 11:07:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,5.0,No
A683833,,2014-07-21 08:46:00,Euthanasia,Rabies Risk,Dog,Intact Female,cairn terrier mix,Brown Brindle,24.0,No
A690746,,2014-10-25 13:22:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,0.5,No
A664225,Lou,2013-10-01 12:13:00,Return_to_owner,,Dog,Neutered Male,shih tzu mix,Gray/White,36.0,No
A681388,Blue,2014-06-19 14:33:00,Euthanasia,Aggressive,Dog,Intact Male,pit bull mix,Brown Brindle/White,12.0,No
A703200,Smokey,2015-05-25 13:38:00,Transfer,Partner,Cat,Spayed Female,domestic shorthair mix,Blue/White,9.0,No
A689130,,2014-09-29 19:28:00,Transfer,Partner,Cat,Intact Female,domestic shorthair mix,Brown Tabby,3.0,No
A711809,,2015-09-12 18:05:00,Transfer,Partner,Cat,Unknown,domestic shorthair mix,Black,0.25,No
A703670,,2015-07-02 00:00:00,Transfer,Partner,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A695701,Rihanna,2015-06-07 13:42:00,Adoption,,Dog,Spayed Female,blue lacy mix,Fawn,36.0,No
A668766,Odin,2013-12-29 18:33:00,Adoption,,Dog,Neutered Male,newfoundland/queensland heeler,Black/White,12.0,No
A683260,X,2014-07-18 13:01:00,Transfer,Partner,Dog,Spayed Female,australian cattle dog mix,Blue Merle,72.0,No
A670254,,2014-01-08 14:21:00,Adoption,,Dog,Intact Male,jack russell terrier mix,Tricolor,12.0,No
A679569,,2014-05-29 11:32:00,Adoption,,Dog,Neutered Male,labrador retriever mix,Black/White,2.0,No
A668199,Sam,2014-07-12 15:31:00,Transfer,Partner,Dog,Neutered Male,pit bull mix,Black/White,24.0,No
A717603,Penny,2015-12-13 13:28:00,Return_to_owner,,Dog,Intact Female,miniature poodle mix,White,96.0,No
A720211,Foxy,2016-02-06 11:41:00,Adoption,,Dog,Spayed Female,lowchen mix,White,132.0,No
A679515,Eddie,2014-07-12 13:19:00,Adoption,,Cat,Neutered Male,domestic medium hair,Black,96.0,Yes
A715311,Bevo,2015-11-13 11:33:00,Return_to_owner,,Dog,Neutered Male,border collie mix,Black/White,24.0,No
A709396,Anna,2015-08-14 18:55:00,Adoption,,Cat,Spayed Female,domestic shorthair mix,Brown Tabby/White,48.0,No
A712073,Ruger,2015-11-23 18:14:00,Adoption,Foster,Dog,Neutered Male,australian cattle dog/pointer,Red Tick,12.0,No
A675237,,2014-03-30 16:58:00,Adoption,,Dog,Neutered Male,dachshund mix,Brown/White,12.0,No
A686407,Luna,2014-08-22 13:03:00,Return_to_owner,,Dog,Spayed Female,chihuahua longhair/pekingese,Black/White,48.0,No
A705382,Harlow,2015-06-30 13:08:00,Transfer,Partner,Dog,Intact Female,cairn terrier mix,Tan/White,12.0,No
A700848,Kiva,2015-04-25 18:53:00,Adoption,,Dog,Spayed Female,chihuahua shorthair/pug,Black/Tan,12.0,No
A683384,,2014-07-13 17:50:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A710442,Jacques,2015-09-06 16:20:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Black/White,4.0,No
A697712,Darling,2015-03-02 13:02:00,Transfer,Partner,Dog,Intact Female,pekingese mix,Brown/White,36.0,No
A715245,,2015-11-03 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Orange Tabby/White,24.0,No
A679081,Khaleesi,2014-05-24 12:19:00,Adoption,,Cat,Spayed Female,snowshoe mix,Calico Point,2.0,No
A694298,Charlie,2015-01-07 15:41:00,Return_to_owner,,Dog,Neutered Male,labrador retriever/pointer,White/Tan,12.0,No
A703940,Jaxton,2015-06-01 11:23:00,Return_to_owner,,Dog,Neutered Male,miniature schnauzer mix,Gray,24.0,No
A711942,,2015-09-14 17:16:00,Transfer,Partner,Cat,Intact Male,domestic shorthair mix,Black/White,0.75,No
A680364,Nova,2014-12-05 17:21:00,Return_to_owner,,Dog,Spayed Female,pit bull mix,Fawn/White,12.0,No
A708766,Leo,2015-08-31 16:23:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,2.0,No
A687862,Zeus,2015-02-27 14:14:00,Adoption,,Dog,Neutered Male,landseer mix,Black/White,48.0,No
A683322,Wally,2014-12-12 12:40:00,Adoption,Foster,Dog,Neutered Male,chihuahua shorthair/miniature pinscher,Chocolate/Tan,24.0,No
A689343,Rainn,2015-03-14 15:18:00,Adoption,,Dog,Spayed Female,border collie mix,Black/White,7.0,No
A698526,Nevado,2015-11-25 16:25:00,Return_to_owner,,Dog,Neutered Male,chihuahua shorthair mix,White/Tan,10.0,No
A705980,,2015-06-23 11:44:00,Euthanasia,Suffering,Cat,Intact Male,domestic shorthair mix,Blue Tabby,1.0,No
A678714,Madgi,2014-06-24 11:35:00,Adoption,Foster,Cat,Spayed Female,british shorthair mix,Silver Tabby/Black,120.0,No
A675592,Spencer,2014-04-05 10:30:00,Adoption,Offsite,Dog,Neutered Male,welsh terrier mix,Tricolor,24.0,No
A666004,Suki,2013-10-30 18:36:00,Adoption,,Dog,Spayed Female,miniature schnauzer/miniature poodle,Sable/Tan,48.0,No
A711306,,2015-09-06 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic medium hair mix,Calico,24.0,No
A698735,,2015-03-25 16:03:00,Transfer,Partner,Dog,Spayed Female,dachshund mix,White/Tan,24.0,No
A706756,,2015-07-03 11:05:00,Transfer,Partner,Cat,Intact Male,domestic shorthair,Black,0.06666666666666667,Yes
A684783,Snow Ball,2014-08-01 11:31:00,Adoption,,Cat,Intact Male,domestic shorthair mix,Seal Point/White,1.0,No
A681497,Crackers,2014-06-26 17:03:00,Transfer,Partner,Dog,Spayed Female,chihuahua shorthair mix,Tricolor,48.0,No
A706749,,2015-07-03 09:00:00,Transfer,SCRP,Cat,Intact Male,domestic shorthair mix,Blue/White,12.0,No
A711547,Malcolm,2015-09-13 14:59:00,Transfer,Partner,Dog,Intact Male,chihuahua shorthair mix,Tan,4.0,No
A709716,,2015-08-13 09:00:00,Transfer,SCRP,Cat,Intact Female,domestic shorthair mix,Brown Tabby,24.0,No
A668012,Baxter,2013-12-23 15:27:00,Adoption,Foster,Cat,Neutered Male,domestic shorthair mix,Brown Tabby,2.0,No
A693158,Daisy,2015-01-01 12:38:00,Adoption,Foster,Dog,Spayed Female,australian cattle dog,Blue Tick/Black,24.0,Yes
A704396,Chico,2015-06-05 14:17:00,Return_to_owner,,Dog,Intact Male,chihuahua shorthair mix,Tan,12.0,No
A698931,,2015-03-20 11:24:00,Return_to_owner,,Dog,Intact Male,bloodhound mix,Red/Black,36.0,No
A710952,Princess,2015-09-06 17:59:00,Adoption,,Dog,Spayed Female,jack russell terrier,White,7.0,Yes
A702335,,2015-06-30 06:57:00,Adoption,Foster,Cat,Neutered Male,siamese mix,Flame Point,2.0,No
A660122,Charlie,2013-11-29 18:37:00,Adoption,,Dog,Neutered Male,labrador retriever/pit bull,Chocolate/White,5.0,No
A689069,Wilma,2014-11-15 16:43:00,Adoption,,Cat,Spayed Female,domestic shorthair,Tortie,2.0,Yes
A701576,,2015-05-05 17:12:00,Adoption,,Dog,Spayed Female,dachshund/chihuahua shorthair,Black/White,2.0,No
A704546,Marvin,2015-06-08 17:49:00,Adoption,,Cat,Neutered Male,domestic shorthair mix,Brown Tabby/White,3.0,No
